id,score
1101512425113878528,4.343805421853684
1101512435238924289,6.1675164908883415
1101512482433179650,3.8066624897703196
1101512802861268994,4.762173934797756
1101513083661549568,4.5217885770490405
1101513231485599748,3.9512437185814275
1101514399012081664,5.517452896464707
1101514435594805248,0.0
1101514877145878529,2.0794415416798357
1101514898708856832,0.0
1101514984721244160,0.0
1101515008599617546,3.912023005428146
1101515028853899264,6.126869184114185
1101515125134024704,6.586171654854675
1101515206310662144,3.332204510175204
1101515367913062400,5.159055299214529
1101515776287297536,0.6931471805599453
1101515924123865088,6.309918278226516
1101516169167671297,5.497168225293202
1101516592964399105,2.772588722239781
1101516599490723841,1.791759469228055
1101517359787892736,3.5553480614894135
1101517538452824064,1.791759469228055
1101517608648691715,3.58351893845611
1101518237450174464,5.214935757608986
1101518379242999809,0.0
1101518570213830661,1.6094379124341003
1101519611198083072,1.9459101490553132
1101519970595307520,2.4849066497880004
1101520046604595201,5.241747015059643
1101520148165353473,3.1354942159291497
1101520583198679040,4.7535901911063645
1101520710462291969,2.4849066497880004
1101522082641268736,4.653960350157523
1101522132629114886,6.602587892189336
1101522485089103872,4.0943445622221
1101522521344626689,3.871201010907891
1101522945703333894,3.4657359027997265
1101523239921205248,4.718498871295094
1101523239648485376,5.929589143389895
1101523617316253702,1.3862943611198906
1101524014965669888,3.7612001156935624
1101524269593518086,2.4849066497880004
1101524356470136833,5.159055299214529
1101524537009758209,0.0
1101524760658436096,2.6390573296152584
1101524990434918400,4.736198448394496
1101525096093630464,6.432940092739179
1101525594028695552,4.5217885770490405
1101526148796702720,4.1588830833596715
1101526692403781632,4.127134385045092
1101526793218129920,7.085064293952548
1101527519612846080,4.709530201312334
1101527525979754496,0.0
1101527559123005440,4.875197323201151
1101527579243102208,1.0986122886681098
1101527585870307329,4.060443010546419
1101527765940084736,2.0794415416798357
1101527786525786112,7.335633981927201
1101527943245901824,3.8501476017100584
1101528700548313088,3.7376696182833684
1101528882128318464,1.6094379124341003
1101530283344609280,4.955827057601261
1101531236584116226,6.113682179832232
1101531293903400960,2.3978952727983707
1101531533461123072,0.0
1101531777624166401,3.4657359027997265
1101532276012339200,3.713572066704308
1101532316361506817,2.833213344056216
1101532561665335296,1.3862943611198906
1101532614098280448,8.170185652879642
1101532802493820928,3.6375861597263857
1101533139904720896,4.532599493153256
1101533529140355073,1.791759469228055
1101533626758512646,2.1972245773362196
1101533847114657794,2.8903717578961645
1101533990652182528,1.0986122886681098
1101534057102536707,1.0986122886681098
1101534103298498560,0.6931471805599453
1101534249931423746,1.3862943611198906
1101534422526910464,7.01571242048723
1101534436682883072,3.2188758248682006
1101534874559746048,3.295836866004329
1101534999956914176,5.25227342804663
1101535130550714368,1.6094379124341003
1101535728687693824,2.772588722239781
1101535942136000512,4.406719247264253
1101535969709383680,0.6931471805599453
1101536583755411456,4.820281565605037
1101538196733669376,4.770684624465665
1101538412241317893,5.823045895483019
1101538732551757824,5.5254529391317835
1101538978593824768,7.0967213784947605
1101539093970747392,2.833213344056216
1101539374078996480,3.8918202981106265
1101539437274632202,2.772588722239781
1101540356586459136,0.0
1101540643321626624,2.4849066497880004
1101540640863719424,2.0794415416798357
1101541449869524993,1.9459101490553132
1101542289426411521,7.744136627627991
1101542344279687170,1.791759469228055
1101542395584307200,1.9459101490553132
1101542435535097861,3.5553480614894135
1101542617832140801,5.638354669333745
1101542646944858112,7.6004023345004
1101542724019326976,4.31748811353631
1101542738778963968,2.3978952727983707
1101542797268733953,4.820281565605037
1101542800670117888,4.532599493153256
1101542898749923328,3.1780538303479458
1101543027875741696,5.176149732573829
1101543056011153409,2.0794415416798357
1101543126919860225,3.4965075614664802
1101543141964943363,2.0794415416798357
1101543166170333186,1.6094379124341003
1101543185816473600,5.3612921657094255
1101543255282536449,2.1972245773362196
1101543340028248064,3.4965075614664802
1101543544018427904,4.174387269895637
1101543573701447680,4.406719247264253
1101544120097689600,0.0
1101544160379658240,5.3981627015177525
1101544399778037761,4.6443908991413725
1101544461643993088,3.1780538303479458
1101544662060412928,4.127134385045092
1101544778464813056,3.044522437723423
1101545144434806784,0.0
1101545289196990466,3.367295829986474
1101545423796428800,2.772588722239781
1101546302960070656,3.7376696182833684
1101547153820913671,0.6931471805599453
1101547666377449472,2.70805020110221
1101547962906431488,6.519147287940395
1101548163876425734,1.6094379124341003
1101548405409476608,5.043425116919247
1101548475450359808,3.6635616461296463
1101548789536604160,7.153833801578843
1101549271776546816,4.143134726391533
1101550192627802112,6.930494765951626
1101550287939162112,2.3978952727983707
1101550605288370176,3.4011973816621555
1101550699677138944,1.6094379124341003
1101550746951012352,3.091042453358316
1101551061272354822,2.5649493574615367
1101551426847809536,5.655991810819852
1101551453171343360,1.3862943611198906
1101551532573638656,5.8289456176102075
1101551836731981825,0.0
1101552097525407745,5.723585101952381
1101552730441728000,4.3694478524670215
1101552936256241664,3.4965075614664802
1101553408065064960,3.9889840465642745
1101554357223350273,3.2188758248682006
1101554387212820480,3.7376696182833684
1101554474831605761,2.1972245773362196
1101554551897776128,2.3978952727983707
1101554999522291712,2.772588722239781
1101555383645102080,1.3862943611198906
1101555468927946754,7.3752557780097545
1101555707344752640,1.6094379124341003
1101556059116851203,0.6931471805599453
1101557004051587072,2.8903717578961645
1101557543753732096,2.70805020110221
1101557608530341889,2.772588722239781
1101557719104962561,0.0
1101557923258474499,2.302585092994046
1101558268240031749,3.970291913552122
1101558735116386304,1.3862943611198906
1101559729942278144,3.367295829986474
1101559852277686272,2.1972245773362196
1101560931241189376,2.3978952727983707
1101560967639564289,2.0794415416798357
1101561358343118848,2.1972245773362196
1101561374654775302,1.0986122886681098
1101561522441146371,1.9459101490553132
1101561760669229056,1.3862943611198906
1101562500905086976,2.1972245773362196
1101562907823878144,0.0
1101563123503382528,5.631211781821365
1101563200967974914,3.7376696182833684
1101563230688854016,3.2188758248682006
1101563413438840832,0.0
1101563813273300992,4.248495242049359
1101563871494586370,4.605170185988092
1101563959021326336,2.302585092994046
1101565121766281217,3.9318256327243257
1101565267493019648,3.091042453358316
1101565302238822400,1.3862943611198906
1101565319401926656,5.476463551931511
1101565348707516418,3.4011973816621555
1101565380877828096,6.163314804034641
1101565853370408961,5.117993812416755
1101566633099829248,2.772588722239781
1101566859328000005,3.044522437723423
1101567146671435778,0.6931471805599453
1101567153675726848,3.4657359027997265
1101568298074943488,5.3471075307174685
1101568562655715328,5.6240175061873385
1101569303864840192,3.6888794541139363
1101569405861982209,5.771441123130016
1101570556116303873,7.610357618312838
1101571025815437314,2.772588722239781
1101571508026060800,7.239214973779806
1101572651712217089,1.9459101490553132
1101572860949217280,2.70805020110221
1101573132077490178,2.70805020110221
1101573188289523713,5.552959584921617
1101573328265990144,5.209486152841421
1101573374101209088,3.258096538021482
1101573379751063557,3.367295829986474
1101574030107308034,2.6390573296152584
1101574832926457856,4.532599493153256
1101575287593230336,3.2188758248682006
1101575311274270720,2.772588722239781
1101576578625089536,0.6931471805599453
1101577056150872065,5.799092654460526
1101577285499379712,5.123963979403259
1101577376960520192,3.4657359027997265
1101579531872321537,6.982862751468942
1101579711375986693,4.997212273764115
1101580140281180160,5.545177444479562
1101580405134815232,2.772588722239781
1101580469844484099,5.777652323222656
1101580617811091457,3.6109179126442243
1101580869372796929,4.897839799950911
1101581541480656896,3.044522437723423
1101581630148354048,6.490723534502507
