,id,score
0,1101512425113878528,4.343805421853684
1,1101512435238924289,6.1675164908883415
2,1101512482433179650,3.8066624897703196
3,1101512802861268994,4.762173934797756
4,1101513083661549568,4.5217885770490405
5,1101513231485599748,3.9512437185814275
6,1101514399012081664,5.517452896464707
7,1101514435594805248,0.0
8,1101514877145878529,2.0794415416798357
9,1101514898708856832,0.0
10,1101514984721244160,0.0
11,1101515008599617546,3.912023005428146
12,1101515028853899264,6.126869184114185
13,1101515125134024704,6.586171654854675
14,1101515206310662144,3.332204510175204
15,1101515367913062400,5.159055299214529
16,1101515776287297536,0.6931471805599453
17,1101515924123865088,6.309918278226516
18,1101516169167671297,5.497168225293202
19,1101516592964399105,2.772588722239781
20,1101516599490723841,1.791759469228055
21,1101517359787892736,3.5553480614894135
22,1101517538452824064,1.791759469228055
23,1101517608648691715,3.58351893845611
24,1101518237450174464,5.214935757608986
25,1101518379242999809,0.0
26,1101518570213830661,1.6094379124341003
27,1101519611198083072,1.9459101490553132
28,1101519970595307520,2.4849066497880004
29,1101520046604595201,5.241747015059643
30,1101520148165353473,3.1354942159291497
31,1101520583198679040,4.7535901911063645
32,1101520710462291969,2.4849066497880004
33,1101522082641268736,4.653960350157523
34,1101522132629114886,6.602587892189336
35,1101522485089103872,4.0943445622221
36,1101522521344626689,3.871201010907891
37,1101522945703333894,3.4657359027997265
38,1101523239921205248,4.718498871295094
39,1101523239648485376,5.929589143389895
40,1101523617316253702,1.3862943611198906
41,1101524014965669888,3.7612001156935624
42,1101524269593518086,2.4849066497880004
43,1101524356470136833,5.159055299214529
44,1101524537009758209,0.0
45,1101524760658436096,2.6390573296152584
46,1101524990434918400,4.736198448394496
47,1101525096093630464,6.432940092739179
48,1101525594028695552,4.5217885770490405
49,1101526148796702720,4.1588830833596715
50,1101526692403781632,4.127134385045092
51,1101526793218129920,7.085064293952548
52,1101527519612846080,4.709530201312334
53,1101527525979754496,0.0
54,1101527559123005440,4.875197323201151
55,1101527579243102208,1.0986122886681098
56,1101527585870307329,4.060443010546419
57,1101527765940084736,2.0794415416798357
58,1101527786525786112,7.335633981927201
59,1101527943245901824,3.8501476017100584
60,1101528700548313088,3.7376696182833684
61,1101528882128318464,1.6094379124341003
62,1101530283344609280,4.955827057601261
63,1101531236584116226,6.113682179832232
64,1101531293903400960,2.3978952727983707
65,1101531533461123072,0.0
66,1101531777624166401,3.4657359027997265
67,1101532276012339200,3.713572066704308
68,1101532316361506817,2.833213344056216
69,1101532561665335296,1.3862943611198906
70,1101532614098280448,8.170185652879642
71,1101532802493820928,3.6375861597263857
72,1101533139904720896,4.532599493153256
73,1101533529140355073,1.791759469228055
74,1101533626758512646,2.1972245773362196
75,1101533847114657794,2.8903717578961645
76,1101533990652182528,1.0986122886681098
77,1101534057102536707,1.0986122886681098
78,1101534103298498560,0.6931471805599453
79,1101534249931423746,1.3862943611198906
80,1101534422526910464,7.01571242048723
81,1101534436682883072,3.2188758248682006
82,1101534874559746048,3.295836866004329
83,1101534999956914176,5.25227342804663
84,1101535130550714368,1.6094379124341003
85,1101535728687693824,2.772588722239781
86,1101535942136000512,4.406719247264253
87,1101535969709383680,0.6931471805599453
88,1101536583755411456,4.820281565605037
89,1101538196733669376,4.770684624465665
90,1101538412241317893,5.823045895483019
91,1101538732551757824,5.5254529391317835
92,1101538978593824768,7.0967213784947605
93,1101539093970747392,2.833213344056216
94,1101539374078996480,3.8918202981106265
95,1101539437274632202,2.772588722239781
96,1101540356586459136,0.0
97,1101540643321626624,2.4849066497880004
98,1101540640863719424,2.0794415416798357
99,1101541449869524993,1.9459101490553132
100,1101542289426411521,7.744136627627991
101,1101542344279687170,1.791759469228055
102,1101542395584307200,1.9459101490553132
103,1101542435535097861,3.5553480614894135
104,1101542617832140801,5.638354669333745
105,1101542646944858112,7.6004023345004
106,1101542724019326976,4.31748811353631
107,1101542738778963968,2.3978952727983707
108,1101542797268733953,4.820281565605037
109,1101542800670117888,4.532599493153256
110,1101542898749923328,3.1780538303479458
111,1101543027875741696,5.176149732573829
112,1101543056011153409,2.0794415416798357
113,1101543126919860225,3.4965075614664802
114,1101543141964943363,2.0794415416798357
115,1101543166170333186,1.6094379124341003
116,1101543185816473600,5.3612921657094255
117,1101543255282536449,2.1972245773362196
118,1101543340028248064,3.4965075614664802
119,1101543544018427904,4.174387269895637
120,1101543573701447680,4.406719247264253
121,1101544120097689600,0.0
122,1101544160379658240,5.3981627015177525
123,1101544399778037761,4.6443908991413725
124,1101544461643993088,3.1780538303479458
125,1101544662060412928,4.127134385045092
126,1101544778464813056,3.044522437723423
127,1101545144434806784,0.0
128,1101545289196990466,3.367295829986474
129,1101545423796428800,2.772588722239781
130,1101546302960070656,3.7376696182833684
131,1101547153820913671,0.6931471805599453
132,1101547666377449472,2.70805020110221
133,1101547962906431488,6.519147287940395
134,1101548163876425734,1.6094379124341003
135,1101548405409476608,5.043425116919247
136,1101548475450359808,3.6635616461296463
137,1101548789536604160,7.153833801578843
138,1101549271776546816,4.143134726391533
139,1101550192627802112,6.930494765951626
140,1101550287939162112,2.3978952727983707
141,1101550605288370176,3.4011973816621555
142,1101550699677138944,1.6094379124341003
143,1101550746951012352,3.091042453358316
144,1101551061272354822,2.5649493574615367
145,1101551426847809536,5.655991810819852
146,1101551453171343360,1.3862943611198906
147,1101551532573638656,5.8289456176102075
148,1101551836731981825,0.0
149,1101552097525407745,5.723585101952381
150,1101552730441728000,4.3694478524670215
151,1101552936256241664,3.4965075614664802
152,1101553408065064960,3.9889840465642745
153,1101554357223350273,3.2188758248682006
154,1101554387212820480,3.7376696182833684
155,1101554474831605761,2.1972245773362196
156,1101554551897776128,2.3978952727983707
157,1101554999522291712,2.772588722239781
158,1101555383645102080,1.3862943611198906
159,1101555468927946754,7.3752557780097545
160,1101555707344752640,1.6094379124341003
161,1101556059116851203,0.6931471805599453
162,1101557004051587072,2.8903717578961645
163,1101557543753732096,2.70805020110221
164,1101557608530341889,2.772588722239781
165,1101557719104962561,0.0
166,1101557923258474499,2.302585092994046
167,1101558268240031749,3.970291913552122
168,1101558735116386304,1.3862943611198906
169,1101559729942278144,3.367295829986474
170,1101559852277686272,2.1972245773362196
171,1101560931241189376,2.3978952727983707
172,1101560967639564289,2.0794415416798357
173,1101561358343118848,2.1972245773362196
174,1101561374654775302,1.0986122886681098
175,1101561522441146371,1.9459101490553132
176,1101561760669229056,1.3862943611198906
177,1101562500905086976,2.1972245773362196
178,1101562907823878144,0.0
179,1101563123503382528,5.631211781821365
180,1101563200967974914,3.7376696182833684
181,1101563230688854016,3.2188758248682006
182,1101563413438840832,0.0
183,1101563813273300992,4.248495242049359
184,1101563871494586370,4.605170185988092
185,1101563959021326336,2.302585092994046
186,1101565121766281217,3.9318256327243257
187,1101565267493019648,3.091042453358316
188,1101565302238822400,1.3862943611198906
189,1101565319401926656,5.476463551931511
190,1101565348707516418,3.4011973816621555
